Sequence,Volt,Volt,-3.00E-02,5.00E-05
601,1.76E+00,1.60E+01,,
602,1.60E+00,1.44E+01,,
603,1.84E+00,1.60E+01,,
604,1.68E+00,1.68E+01,,
605,1.92E+00,1.52E+01,,
606,1.92E+00,1.60E+01,,
607,1.76E+00,1.76E+01,,
608,1.76E+00,1.76E+01,,
609,2.00E+00,1.60E+01,,
610,2.00E+00,1.76E+01,,
611,1.76E+00,1.60E+01,,
612,2.00E+00,1.76E+01,,
613,1.84E+00,1.84E+01,,
614,2.00E+00,1.76E+01,,
615,1.84E+00,1.92E+01,,
616,2.08E+00,1.76E+01,,
617,1.84E+00,1.92E+01,,
618,2.08E+00,1.84E+01,,
619,1.92E+00,1.92E+01,,
620,2.08E+00,1.84E+01,,
621,1.92E+00,1.92E+01,,
622,1.92E+00,1.84E+01,,
623,2.08E+00,2.00E+01,,
624,1.92E+00,1.84E+01,,
625,2.16E+00,2.00E+01,,
626,2.08E+00,1.92E+01,,
627,2.16E+00,2.00E+01,,
628,2.08E+00,1.92E+01,,
629,2.16E+00,2.00E+01,,
630,2.16E+00,1.92E+01,,
631,2.00E+00,2.00E+01,,
632,2.00E+00,1.92E+01,,
633,2.24E+00,2.08E+01,,
634,2.24E+00,1.92E+01,,
635,2.00E+00,2.08E+01,,
636,2.16E+00,2.00E+01,,
637,2.24E+00,2.08E+01,,
638,2.24E+00,2.00E+01,,
639,2.08E+00,2.08E+01,,
640,2.24E+00,2.00E+01,,
641,2.08E+00,2.16E+01,,
642,2.08E+00,2.00E+01,,
643,2.32E+00,2.16E+01,,
644,2.32E+00,2.08E+01,,
645,2.08E+00,2.16E+01,,
646,2.40E+00,2.08E+01,,
647,2.16E+00,2.24E+01,,
648,2.32E+00,2.08E+01,,
649,2.16E+00,2.24E+01,,
650,2.32E+00,2.08E+01,,
651,2.16E+00,2.16E+01,,
652,2.32E+00,2.16E+01,,
653,2.08E+00,2.00E+01,,
654,2.08E+00,2.00E+01,,
655,2.32E+00,2.16E+01,,
656,2.24E+00,2.16E+01,,
657,2.08E+00,2.00E+01,,
658,2.24E+00,2.00E+01,,
659,2.08E+00,2.08E+01,,
660,2.24E+00,2.00E+01,,
661,2.08E+00,2.08E+01,,
662,2.24E+00,2.08E+01,,
663,2.00E+00,1.92E+01,,
664,2.00E+00,1.92E+01,,
665,2.24E+00,2.08E+01,,
666,2.16E+00,2.00E+01,,
667,2.00E+00,1.92E+01,,
668,2.08E+00,1.92E+01,,
669,2.16E+00,2.00E+01,,
670,2.08E+00,2.00E+01,,
671,2.16E+00,1.84E+01,,
672,2.16E+00,1.84E+01,,
673,1.92E+00,2.00E+01,,
674,1.92E+00,1.84E+01,,
675,2.08E+00,2.00E+01,,
676,2.00E+00,1.84E+01,,
677,2.08E+00,1.92E+01,,
678,2.08E+00,1.92E+01,,
679,1.84E+00,1.76E+01,,
680,1.84E+00,1.76E+01,,
681,2.08E+00,1.92E+01,,
682,1.84E+00,1.76E+01,,
683,2.00E+00,1.68E+01,,
684,2.00E+00,1.76E+01,,
685,1.76E+00,1.60E+01,,
686,1.92E+00,1.76E+01,,
687,1.76E+00,1.60E+01,,
688,1.92E+00,1.68E+01,,
689,1.68E+00,1.52E+01,,
690,1.84E+00,1.60E+01,,
691,1.60E+00,1.44E+01,,
692,1.76E+00,1.60E+01,,
693,1.60E+00,1.44E+01,,
694,1.76E+00,1.52E+01,,
695,1.52E+00,1.36E+01,,
696,1.68E+00,1.44E+01,,
697,1.44E+00,1.28E+01,,
698,1.44E+00,1.44E+01,,
699,1.60E+00,1.28E+01,,
700,1.60E+00,1.36E+01,,
701,1.36E+00,1.20E+01,,
702,1.52E+00,1.28E+01,,
703,1.28E+00,1.12E+01,,
704,1.44E+00,1.20E+01,,
705,1.20E+00,1.04E+01,,
706,1.20E+00,1.20E+01,,
707,1.36E+00,9.60E+00,,
708,1.36E+00,1.12E+01,,
709,1.12E+00,9.60E+00,,
710,1.28E+00,1.04E+01,,
711,1.04E+00,8.80E+00,,
712,1.20E+00,9.60E+00,,
713,9.60E-01,8.00E+00,,
714,9.60E-01,9.60E+00,,
715,1.12E+00,7.20E+00,,
716,8.80E-01,8.80E+00,,
717,1.04E+00,6.40E+00,,
718,1.04E+00,6.40E+00,,
719,8.00E-01,8.00E+00,,
720,9.60E-01,7.20E+00,,
721,7.20E-01,5.60E+00,,
722,8.80E-01,6.40E+00,,
723,6.40E-01,4.80E+00,,
724,8.00E-01,5.60E+00,,
725,4.80E-01,4.00E+00,,
726,6.40E-01,5.60E+00,,
727,4.80E-01,3.20E+00,,
728,5.60E-01,4.80E+00,,
729,4.00E-01,2.40E+00,,
730,4.80E-01,4.00E+00,,
731,3.20E-01,1.60E+00,,
732,4.80E-01,1.60E+00,,
733,2.40E-01,3.20E+00,,
734,4.00E-01,2.40E+00,,
735,1.60E-01,8.00E-01,,
736,3.20E-01,1.60E+00,,
737,8.00E-02,0.00E+00,,
738,2.40E-01,8.00E-01,,
739,0.00E+00,-8.00E-01,,
740,1.60E-01,8.00E-01,,
741,-8.00E-02,-1.60E+00,,
742,8.00E-02,0.00E+00,,
743,-8.00E-02,-2.40E+00,,
744,0.00E+00,-8.00E-01,,
745,-1.60E-01,-3.20E+00,,
746,0.00E+00,-3.20E+00,,
747,-2.40E-01,-1.60E+00,,
748,-8.00E-02,-2.40E+00,,
749,-3.20E-01,-4.00E+00,,
750,-1.60E-01,-3.20E+00,,
751,-4.00E-01,-4.80E+00,,
752,-2.40E-01,-4.00E+00,,
753,-4.80E-01,-5.60E+00,,
754,-4.80E-01,-4.00E+00,,
755,-3.20E-01,-6.40E+00,,
756,-4.00E-01,-4.80E+00,,
757,-5.60E-01,-7.20E+00,,
758,-4.80E-01,-7.20E+00,,
759,-6.40E-01,-5.60E+00,,
760,-4.80E-01,-8.00E+00,,
761,-7.20E-01,-6.40E+00,,
762,-5.60E-01,-7.20E+00,,
763,-8.00E-01,-8.80E+00,,
764,-8.00E-01,-8.00E+00,,
765,-6.40E-01,-9.60E+00,,
766,-7.20E-01,-8.00E+00,,
767,-8.80E-01,-1.12E+01,,
768,-8.00E-01,-1.12E+01,,
769,-9.60E-01,-9.60E+00,,
770,-8.00E-01,-1.04E+01,,
771,-1.04E+00,-1.20E+01,,
772,-1.04E+00,-1.04E+01,,
773,-8.80E-01,-1.28E+01,,
774,-9.60E-01,-1.28E+01,,
775,-1.12E+00,-1.12E+01,,
776,-9.60E-01,-1.20E+01,,
777,-1.20E+00,-1.36E+01,,
778,-1.20E+00,-1.20E+01,,
779,-1.04E+00,-1.44E+01,,
780,-1.12E+00,-1.44E+01,,
781,-1.28E+00,-1.28E+01,,
782,-1.12E+00,-1.36E+01,,
783,-1.36E+00,-1.52E+01,,
784,-1.36E+00,-1.36E+01,,
785,-1.20E+00,-1.60E+01,,
786,-1.28E+00,-1.44E+01,,
787,-1.44E+00,-1.60E+01,,
788,-1.36E+00,-1.52E+01,,
789,-1.44E+00,-1.68E+01,,
790,-1.52E+00,-1.52E+01,,
791,-1.36E+00,-1.76E+01,,
792,-1.44E+00,-1.60E+01,,
793,-1.60E+00,-1.76E+01,,
794,-1.60E+00,-1.60E+01,,
795,-1.44E+00,-1.84E+01,,
796,-1.52E+00,-1.84E+01,,
797,-1.68E+00,-1.68E+01,,
798,-1.68E+00,-1.76E+01,,
799,-1.52E+00,-1.92E+01,,
800,-1.60E+00,-1.92E+01,,
801,-1.76E+00,-1.76E+01,,
802,-1.68E+00,-1.84E+01,,
803,-1.76E+00,-2.00E+01,,
804,-1.68E+00,-1.84E+01,,
805,-1.92E+00,-2.08E+01,,
806,-1.76E+00,-1.92E+01,,
807,-1.84E+00,-2.08E+01,,
808,-1.84E+00,-2.08E+01,,
809,-2.00E+00,-1.92E+01,,
810,-1.84E+00,-2.16E+01,,
811,-2.00E+00,-2.00E+01,,
812,-1.92E+00,-2.16E+01,,
813,-2.08E+00,-2.00E+01,,
814,-1.92E+00,-2.00E+01,,
815,-2.08E+00,-2.24E+01,,
816,-2.00E+00,-2.24E+01,,
817,-2.08E+00,-2.08E+01,,
818,-2.00E+00,-2.24E+01,,
819,-2.16E+00,-2.08E+01,,
820,-2.00E+00,-2.32E+01,,
821,-2.16E+00,-2.16E+01,,
822,-2.08E+00,-2.32E+01,,
823,-2.24E+00,-2.16E+01,,
824,-2.24E+00,-2.16E+01,,
825,-2.08E+00,-2.40E+01,,
826,-2.08E+00,-2.40E+01,,
827,-2.24E+00,-2.24E+01,,
828,-2.16E+00,-2.40E+01,,
829,-2.32E+00,-2.24E+01,,
830,-2.32E+00,-2.24E+01,,
831,-2.16E+00,-2.48E+01,,
832,-2.16E+00,-2.32E+01,,
833,-2.32E+00,-2.48E+01,,
834,-2.24E+00,-2.48E+01,,
835,-2.32E+00,-2.32E+01,,
836,-2.24E+00,-2.48E+01,,
837,-2.32E+00,-2.32E+01,,
838,-2.24E+00,-2.48E+01,,
839,-2.40E+00,-2.32E+01,,
840,-2.24E+00,-2.32E+01,,
841,-2.40E+00,-2.56E+01,,
842,-2.24E+00,-2.40E+01,,
843,-2.40E+00,-2.56E+01,,
844,-2.24E+00,-2.56E+01,,
845,-2.40E+00,-2.48E+01,,
846,-2.32E+00,-2.48E+01,,
847,-2.40E+00,-2.56E+01,,
848,-2.40E+00,-2.56E+01,,
849,-2.32E+00,-2.40E+01,,
850,-2.32E+00,-2.56E+01,,
851,-2.48E+00,-2.40E+01,,
852,-2.32E+00,-2.40E+01,,
853,-2.48E+00,-2.56E+01,,
854,-2.32E+00,-2.40E+01,,
855,-2.48E+00,-2.64E+01,,
856,-2.40E+00,-2.48E+01,,
857,-2.48E+00,-2.64E+01,,
858,-2.40E+00,-2.64E+01,,
859,-2.48E+00,-2.48E+01,,
860,-2.32E+00,-2.64E+01,,
861,-2.48E+00,-2.48E+01,,
862,-2.48E+00,-2.64E+01,,
863,-2.32E+00,-2.40E+01,,
864,-2.48E+00,-2.56E+01,,
865,-2.32E+00,-2.40E+01,,
866,-2.32E+00,-2.56E+01,,
867,-2.40E+00,-2.40E+01,,
868,-2.40E+00,-2.40E+01,,
869,-2.32E+00,-2.56E+01,,
870,-2.24E+00,-2.56E+01,,
871,-2.40E+00,-2.32E+01,,
872,-2.40E+00,-2.32E+01,,
873,-2.24E+00,-2.48E+01,,
874,-2.24E+00,-2.48E+01,,
875,-2.32E+00,-2.32E+01,,
876,-2.32E+00,-2.48E+01,,
877,-2.16E+00,-2.24E+01,,
878,-2.32E+00,-2.24E+01,,
879,-2.16E+00,-2.40E+01,,
880,-2.24E+00,-2.40E+01,,
881,-2.08E+00,-2.16E+01,,
882,-2.08E+00,-2.32E+01,,
883,-2.24E+00,-2.16E+01,,
884,-2.16E+00,-2.32E+01,,
885,-2.00E+00,-2.24E+01,,
886,-2.16E+00,-2.32E+01,,
887,-2.00E+00,-2.08E+01,,
888,-2.00E+00,-2.08E+01,,
889,-2.16E+00,-2.24E+01,,
890,-1.92E+00,-2.24E+01,,
891,-2.08E+00,-2.00E+01,,
892,-2.00E+00,-2.00E+01,,
893,-1.92E+00,-2.16E+01,,
894,-2.00E+00,-2.16E+01,,
895,-1.84E+00,-1.92E+01,,
896,-1.92E+00,-1.92E+01,,
897,-1.84E+00,-2.08E+01,,
898,-1.68E+00,-2.08E+01,,
899,-1.92E+00,-1.84E+01,,
900,-1.76E+00,-1.84E+01,,
901,-1.60E+00,-2.00E+01,,
902,-1.60E+00,-1.92E+01,,
903,-1.76E+00,-1.76E+01,,
904,-1.68E+00,-1.92E+01,,
905,-1.52E+00,-1.68E+01,,
906,-1.68E+00,-1.68E+01,,
907,-1.52E+00,-1.84E+01,,
908,-1.60E+00,-1.84E+01,,
909,-1.44E+00,-1.60E+01,,
910,-1.52E+00,-1.60E+01,,
911,-1.36E+00,-1.76E+01,,
912,-1.36E+00,-1.52E+01,,
913,-1.52E+00,-1.68E+01,,
914,-1.44E+00,-1.68E+01,,
915,-1.28E+00,-1.44E+01,,
916,-1.36E+00,-1.60E+01,,
917,-1.20E+00,-1.36E+01,,
918,-1.20E+00,-1.36E+01,,
919,-1.36E+00,-1.52E+01,,
920,-1.28E+00,-1.52E+01,,
921,-1.12E+00,-1.28E+01,,
922,-1.20E+00,-1.44E+01,,
923,-1.04E+00,-1.20E+01,,
924,-1.20E+00,-1.20E+01,,
925,-9.60E-01,-1.36E+01,,
926,-1.12E+00,-1.12E+01,,
927,-9.60E-01,-1.28E+01,,
928,-1.04E+00,-1.28E+01,,
929,-8.80E-01,-1.04E+01,,
930,-9.60E-01,-1.20E+01,,
931,-8.00E-01,-9.60E+00,,
932,-9.60E-01,-1.12E+01,,
933,-7.20E-01,-8.80E+00,,
934,-8.80E-01,-9.60E+00,,
935,-6.40E-01,-8.00E+00,,
936,-6.40E-01,-8.80E+00,,
937,-8.00E-01,-7.20E+00,,
938,-7.20E-01,-8.80E+00,,
939,-5.60E-01,-6.40E+00,,
940,-6.40E-01,-8.00E+00,,
941,-4.80E-01,-5.60E+00,,
942,-5.60E-01,-7.20E+00,,
943,-4.00E-01,-4.80E+00,,
944,-5.60E-01,-6.40E+00,,
945,-3.20E-01,-4.80E+00,,
946,-4.80E-01,-5.60E+00,,
947,-2.40E-01,-4.00E+00,,
948,-4.00E-01,-4.80E+00,,
949,-1.60E-01,-3.20E+00,,
950,-3.20E-01,-4.00E+00,,
951,-8.00E-02,-2.40E+00,,
952,-8.00E-02,-3.20E+00,,
953,-2.40E-01,-1.60E+00,,
954,0.00E+00,-2.40E+00,,
955,-1.60E-01,-8.00E-01,,
956,-8.00E-02,-2.40E+00,,
957,8.00E-02,0.00E+00,,
958,0.00E+00,-1.60E+00,,
959,1.60E-01,8.00E-01,,
960,8.00E-02,-8.00E-01,,
961,2.40E-01,1.60E+00,,
962,8.00E-02,0.00E+00,,
963,3.20E-01,2.40E+00,,
964,1.60E-01,8.00E-01,,
965,4.00E-01,3.20E+00,,
966,2.40E-01,3.20E+00,,
967,4.80E-01,1.60E+00,,
968,3.20E-01,2.40E+00,,
969,5.60E-01,4.00E+00,,
970,4.00E-01,3.20E+00,,
971,6.40E-01,4.80E+00,,
972,4.80E-01,4.00E+00,,
973,7.20E-01,5.60E+00,,
974,6.40E-01,4.80E+00,,
975,8.00E-01,6.40E+00,,
976,7.20E-01,4.80E+00,,
977,8.80E-01,7.20E+00,,
978,7.20E-01,5.60E+00,,
979,9.60E-01,8.00E+00,,
980,8.00E-01,8.00E+00,,
981,1.04E+00,6.40E+00,,
982,8.80E-01,7.20E+00,,
983,1.12E+00,8.80E+00,,
984,9.60E-01,8.00E+00,,
985,1.20E+00,9.60E+00,,
986,1.20E+00,8.80E+00,,
987,1.04E+00,1.04E+01,,
988,1.12E+00,9.60E+00,,
989,1.28E+00,1.12E+01,,
990,1.12E+00,9.60E+00,,
991,1.36E+00,1.20E+01,,
992,1.20E+00,1.04E+01,,
993,1.44E+00,1.20E+01,,
994,1.28E+00,1.12E+01,,
995,1.52E+00,1.28E+01,,
996,1.52E+00,1.20E+01,,
997,1.36E+00,1.36E+01,,
998,1.36E+00,1.20E+01,,
999,1.60E+00,1.44E+01,,
1000,1.44E+00,1.44E+01,,
1001,1.68E+00,1.28E+01,,
1002,1.52E+00,1.36E+01,,
1003,1.76E+00,1.52E+01,,
1004,1.60E+00,1.36E+01,,
1005,1.76E+00,1.52E+01,,
1006,1.60E+00,1.60E+01,,
1007,1.84E+00,1.44E+01,,
1008,1.68E+00,1.52E+01,,
1009,1.92E+00,1.68E+01,,
1010,1.68E+00,1.68E+01,,
1011,1.92E+00,1.52E+01,,
1012,1.92E+00,1.60E+01,,
1013,1.76E+00,1.76E+01,,
1014,1.76E+00,1.76E+01,,
1015,2.00E+00,1.60E+01,,
1016,2.00E+00,1.76E+01,,
1017,1.84E+00,1.76E+01,,
1018,2.00E+00,1.68E+01,,
1019,1.84E+00,1.84E+01,,
1020,1.84E+00,1.76E+01,,
1021,2.08E+00,1.92E+01,,
1022,2.08E+00,1.76E+01,,
1023,2.00E+00,1.92E+01,,
1024,2.00E+00,1.84E+01,,
1025,2.08E+00,1.92E+01,,
1026,2.08E+00,1.84E+01,,
1027,1.92E+00,2.00E+01,,
1028,1.92E+00,1.84E+01,,
1029,2.16E+00,2.00E+01,,
1030,1.92E+00,1.84E+01,,
1031,2.16E+00,2.00E+01,,
1032,2.16E+00,2.00E+01,,
1033,2.08E+00,1.92E+01,,
1034,2.16E+00,1.92E+01,,
1035,2.00E+00,2.00E+01,,
1036,2.00E+00,1.92E+01,,
1037,2.24E+00,2.08E+01,,
1038,2.00E+00,1.92E+01,,
1039,2.24E+00,2.08E+01,,
1040,2.24E+00,2.00E+01,,
1041,2.08E+00,2.08E+01,,
1042,2.24E+00,2.00E+01,,
1043,2.08E+00,2.08E+01,,
1044,2.24E+00,2.00E+01,,
1045,2.08E+00,2.16E+01,,
1046,2.08E+00,2.00E+01,,
1047,2.32E+00,2.16E+01,,
1048,2.32E+00,2.00E+01,,
1049,2.08E+00,2.16E+01,,
1050,2.08E+00,2.08E+01,,
1051,2.40E+00,2.24E+01,,
1052,2.16E+00,2.08E+01,,
1053,2.32E+00,2.24E+01,,
1054,2.32E+00,2.24E+01,,
1055,2.16E+00,2.08E+01,,
1056,2.16E+00,2.16E+01,,
1057,2.32E+00,2.08E+01,,
1058,2.32E+00,2.16E+01,,
1059,2.08E+00,2.00E+01,,
1060,2.08E+00,2.00E+01,,
1061,2.32E+00,2.16E+01,,
1062,2.08E+00,2.00E+01,,
1063,2.24E+00,2.16E+01,,
1064,2.24E+00,2.00E+01,,
1065,2.08E+00,2.08E+01,,
1066,2.24E+00,2.00E+01,,
1067,2.08E+00,2.08E+01,,
1068,2.24E+00,1.92E+01,,
1069,2.00E+00,2.08E+01,,
1070,2.00E+00,1.92E+01,,
1071,2.24E+00,2.08E+01,,
1072,2.16E+00,1.92E+01,,
1073,2.00E+00,2.00E+01,,
1074,2.08E+00,1.92E+01,,
1075,2.16E+00,2.00E+01,,
1076,2.16E+00,1.84E+01,,
1077,1.92E+00,2.00E+01,,
1078,2.16E+00,1.84E+01,,
1079,1.92E+00,2.00E+01,,
1080,2.08E+00,1.84E+01,,
1081,1.92E+00,1.92E+01,,
1082,2.08E+00,1.92E+01,,
1083,1.92E+00,1.76E+01,,
1084,2.08E+00,1.76E+01,,
1085,1.84E+00,1.92E+01,,
1086,2.00E+00,1.76E+01,,
1087,1.84E+00,1.92E+01,,
1088,2.00E+00,1.76E+01,,
1089,1.76E+00,1.68E+01,,
1090,1.76E+00,1.76E+01,,
1091,2.00E+00,1.60E+01,,
1092,1.92E+00,1.68E+01,,
1093,1.68E+00,1.52E+01,,
1094,1.84E+00,1.68E+01,,
1095,1.68E+00,1.52E+01,,
1096,1.84E+00,1.60E+01,,
1097,1.60E+00,1.44E+01,,
1098,1.76E+00,1.52E+01,,
1099,1.52E+00,1.36E+01,,
1100,1.68E+00,1.52E+01,,
1101,1.52E+00,1.36E+01,,
1102,1.68E+00,1.44E+01,,
1103,1.44E+00,1.28E+01,,
1104,1.60E+00,1.36E+01,,
1105,1.36E+00,1.20E+01,,
1106,1.36E+00,1.36E+01,,
1107,1.52E+00,1.12E+01,,
1108,1.52E+00,1.28E+01,,
1109,1.28E+00,1.12E+01,,
1110,1.44E+00,1.20E+01,,
1111,1.20E+00,1.04E+01,,
1112,1.36E+00,1.12E+01,,
1113,1.12E+00,9.60E+00,,
1114,1.28E+00,1.12E+01,,
1115,1.04E+00,8.80E+00,,
1116,1.04E+00,1.04E+01,,
1117,1.20E+00,8.80E+00,,
1118,1.20E+00,9.60E+00,,
1119,9.60E-01,8.00E+00,,
1120,1.12E+00,8.80E+00,,
1121,8.80E-01,7.20E+00,,
1122,1.04E+00,8.00E+00,,
1123,8.00E-01,6.40E+00,,
1124,8.00E-01,8.00E+00,,
1125,9.60E-01,5.60E+00,,
1126,7.20E-01,7.20E+00,,
1127,8.80E-01,4.80E+00,,
1128,8.00E-01,4.80E+00,,
1129,6.40E-01,6.40E+00,,
1130,7.20E-01,5.60E+00,,
1131,5.60E-01,4.00E+00,,
1132,6.40E-01,4.80E+00,,
1133,4.00E-01,3.20E+00,,
1134,5.60E-01,4.00E+00,,
1135,3.20E-01,2.40E+00,,
1136,4.80E-01,4.00E+00,,
1137,2.40E-01,1.60E+00,,
1138,4.00E-01,3.20E+00,,
1139,1.60E-01,8.00E-01,,
1140,3.20E-01,2.40E+00,,
1141,1.60E-01,0.00E+00,,
1142,2.40E-01,1.60E+00,,
1143,8.00E-02,-8.00E-01,,
1144,2.40E-01,-8.00E-01,,
1145,0.00E+00,8.00E-01,,
1146,1.60E-01,0.00E+00,,
1147,-8.00E-02,-1.60E+00,,
1148,8.00E-02,-8.00E-01,,
1149,-1.60E-01,-2.40E+00,,
1150,0.00E+00,-1.60E+00,,
1151,-2.40E-01,-3.20E+00,,
1152,-2.40E-01,-1.60E+00,,
1153,-8.00E-02,-4.00E+00,,
1154,-1.60E-01,-2.40E+00,,
1155,-3.20E-01,-4.80E+00,,
1156,-2.40E-01,-3.20E+00,,
1157,-4.00E-01,-5.60E+00,,
1158,-2.40E-01,-5.60E+00,,
1159,-4.80E-01,-4.00E+00,,
1160,-3.20E-01,-4.80E+00,,
1161,-5.60E-01,-6.40E+00,,
1162,-4.00E-01,-4.80E+00,,
1163,-6.40E-01,-7.20E+00,,
1164,-6.40E-01,-5.60E+00,,
1165,-4.80E-01,-8.00E+00,,
1166,-5.60E-01,-6.40E+00,,
1167,-7.20E-01,-8.80E+00,,
1168,-6.40E-01,-8.80E+00,,
1169,-8.00E-01,-7.20E+00,,
1170,-6.40E-01,-9.60E+00,,
1171,-8.80E-01,-8.00E+00,,
1172,-7.20E-01,-8.80E+00,,
1173,-8.80E-01,-1.04E+01,,
1174,-8.00E-01,-9.60E+00,,
1175,-9.60E-01,-1.20E+01,,
1176,-8.80E-01,-1.20E+01,,
1177,-1.04E+00,-1.04E+01,,
1178,-8.80E-01,-1.12E+01,,
1179,-1.12E+00,-1.28E+01,,
1180,-1.12E+00,-1.12E+01,,
1181,-9.60E-01,-1.36E+01,,
1182,-1.04E+00,-1.20E+01,,
1183,-1.20E+00,-1.36E+01,,
1184,-1.04E+00,-1.28E+01,,
1185,-1.28E+00,-1.44E+01,,
1186,-1.28E+00,-1.28E+01,,
1187,-1.12E+00,-1.52E+01,,
1188,-1.20E+00,-1.36E+01,,
1189,-1.36E+00,-1.60E+01,,
1190,-1.20E+00,-1.44E+01,,
1191,-1.44E+00,-1.60E+01,,
1192,-1.44E+00,-1.44E+01,,
1193,-1.28E+00,-1.68E+01,,
1194,-1.36E+00,-1.52E+01,,
1195,-1.52E+00,-1.68E+01,,
1196,-1.52E+00,-1.52E+01,,
1197,-1.36E+00,-1.76E+01,,
1198,-1.44E+00,-1.60E+01,,
1199,-1.60E+00,-1.84E+01,,